Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%,ROE,DEratio
Anuh Pharma,5,,506260,pharmaceuticals,"[9.61, 5.97, 6.81, 5.69, 7.86, 6.81, 5.16, 4.96, 4.13, 3.62]","[22.0, -12.0, 32.0, 15.0, 90.0, 88.0]","[86.81, 70.91, 66.32, 71.13, 75.34, 76.61, 66.81, 67.42, 55.56, 58.92]","[15.0, -7.0, -1.0, 6.0, 36.0, 30.0]","[9.0, 7.0, 9.0, 7.0, 9.0, 7.0, 6.0, 6.0, 6.0, 5.0]","[8.02, 4.98, 5.69, 4.75, 6.56, 5.69, 4.31, 4.14, 3.45, 3.02]","[26.33, 21.06, 15.01, 15.22, 14.53]","[25.0, 40.0, -1.0, 5.0]",21.79,[]
Apis India,5,,506166,financeinvestments,"[3.88, 7.79, 2.42, 2.6, 2.8, 0.28, 0.13, 6.11, 9.9, 5.13]","[39.0, 2682.0, 1762.0, -57.0, -72.0, -95.0]","[31.56, 50.23, 26.56, 21.66, 20.23, 32.22, 21.54, 22.57, 25.7, 20.44]","[56.0, 56.0, 23.0, -4.0, -21.0, 58.0]","[7.0, 9.0, 5.0, 7.0, 8.0, 0.0, 0.0, 15.0, 21.0, 14.0]","[2.14, 4.29, 1.33, 1.43, 1.54, 0.15, 0.07, 3.37, 5.46, 2.83]","[15.57, 16.42, 11.22, 1.87, 1.57]","[-5.0, 46.0, 500.0, 19.0]",28.72,"[2.18, 2.51, 3.31]"
Asahi Songwon,5,ASAHISONG,532853,dyespigments,"[4.11, 3.48, 4.19, 3.33, 3.43, 1.97, 3.47, 3.88, 2.57, 0.56]","[20.0, 77.0, 21.0, -14.0, 33.0, 252.0]","[57.86, 51.45, 66.42, 58.2, 81.0, 82.17, 79.73, 72.4, 67.7, 50.46]","[-29.0, -37.0, -17.0, -20.0, 20.0, 63.0]","[9.0, 8.0, 8.0, 7.0, 5.0, 3.0, 5.0, 7.0, 5.0, 1.0]","[5.04, 4.27, 5.15, 4.08, 4.22, 2.42, 4.25, 4.76, 3.15, 0.69]","[14.42, 11.89, 8.44, 18.37, 16.33]","[21.0, 41.0, -54.0, 12.0]",15.0,"[0.54, 0.51, 0.35]"
Assoc Stone,5,ASOCSTONE,502015,miningminerals,"[4.82, 8.27, 6.97, -3.34, 2.0, 6.29, 4.05, -5.77, 3.03, 3.11]","[141.0, 31.0, 72.0, 42.0, -34.0, 102.0]","[42.19, 73.46, 74.11, 34.66, 26.56, 39.17, 39.39, 23.6, 28.58, 56.06]","[59.0, 88.0, 88.0, 47.0, -7.0, -30.0]","[15.0, 15.0, 12.0, -13.0, 10.0, 21.0, 14.0, -32.0, 14.0, 7.0]","[6.39, 10.96, 9.24, -4.43, 2.65, 8.34, 5.37, -7.64, 4.02, 4.12]","[13.89, 7.6, 9.81, 7.11, 8.81]","[83.0, -23.0, 38.0, -19.0]",17.84,"[0.81, 0.43, 0.67]"
Asya Infosoft,5,,511144,financehousing,"[0.51, 0.36, 0.01, None, 0.01, 0.02, 0.01, 0.01, None, 0.17]","[5000.0, 1700.0, 0.0]","[0.08, 0.03, 0.02, 0.16, 0.03, 0.15, 0.03, 0.02, 0.01, 0.14]","[167.0, -80.0, -33.0, 700.0, 200.0, 7.0]","[200.0, 367.0, 0.0, 6.0, 0.0, 47.0, 0.0, 0.0, 0.0, 36.0]","[0.16, 0.11, 0.0, 0.01, 0.0, 0.07, 0.0, 0.0, 0.0, 0.05]","[0.38, 0.03, 0.19, -1.12, -0.09]","[1167.0, -84.0, 117.0, -1144.0]",4.14,[]
B&A; Packaging,5,,523186,packaging,"[2.67, 0.17, 1.98, 1.37, 1.41, -0.07, 0.68, 2.14, 0.27, -0.26]","[89.0, 343.0, 191.0, -36.0, 422.0, 73.0]","[14.8, 9.62, 9.06, 14.3, 13.08, 10.05, 8.17, 13.49, 8.76, 8.99]","[13.0, -4.0, 11.0, 6.0, 49.0, 12.0]","[9.0, 1.0, 11.0, 5.0, 5.0, -0.0, 4.0, 8.0, 1.0, -1.0]","[1.32, 0.09, 0.98, 0.68, 0.7, -0.03, 0.34, 1.06, 0.13, -0.13]","[4.93, 3.02, 0.03, 3.56, None]","[63.0, 9967.0, -99.0]",18.37,"[1.3, 1.54, 1.41]"
Bajaj Finserv,5,BAJAJFINSV,532978,financeinvestments,"[0.9, 2.8, 0.9, 3.8, 0.5, 0.7, 0.3, 3.5, 0.7, -1.1]","[80.0, 300.0, 200.0, 9.0, -29.0, 164.0]","[36.72, 76.55, 25.61, 75.49, 22.59, 14.79, 20.77, 80.48, 28.45, 24.59]","[63.0, 418.0, 23.0, -6.0, -21.0, -40.0]","[37.0, 57.0, 55.0, 80.0, 35.0, 71.0, 26.0, 70.0, 39.0, -70.0]","[13.59, 43.8, 14.13, 60.03, 7.97, 10.57, 5.35, 56.36, 11.11, -17.28]","[7.9, 5.2, 3.3, 5.3, 13.0]","[52.0, 58.0, -38.0, -59.0]",4.92,[]
Bajrang Finance,5,,511139,financeinvestments,"[11.16, 1.27, 0.48, 9.68, 0.55, 0.43, 0.34, 0.64, -6.27, 0.09]","[1929.0, 195.0, 41.0, 1412.0, 109.0, 378.0]","[0.17, 0.12, 0.16, 0.16, 0.13, 0.12, 0.13, 0.15, 0.07, 0.05]","[31.0, 0.0, 23.0, 7.0, 86.0, 140.0]","[918.0, 150.0, 44.0, 850.0, 62.0, 50.0, 38.0, 60.0, -1257.0, 20.0]","[1.56, 0.18, 0.07, 1.36, 0.08, 0.06, 0.05, 0.09, -0.88, 0.01]","[-4.86, 1.46, 2.94, 5.79, None]",[],-11.51,[]
Balaji Amines,5,BALAMINES,530999,chemicals,"[3.96, 3.63, 1.91, 2.81, 2.87, 2.81, 1.3, 3.62, 2.63, 1.76]","[38.0, 29.0, 47.0, -22.0, 9.0, 60.0]","[159.64, 148.27, 141.67, 150.45, 164.47, 171.5, 137.51, 161.01, 140.1, 141.48]","[-3.0, -14.0, 3.0, -7.0, 17.0, 21.0]","[8.0, 8.0, 4.0, 6.0, 6.0, 5.0, 3.0, 7.0, 6.0, 4.0]","[12.82, 11.77, 6.19, 9.09, 9.31, 9.09, 4.2, 11.74, 8.51, 5.7]","[11.22, 10.35, 9.62, 11.01, 8.21]","[8.0, 8.0, -13.0, 34.0]",15.3,"[1.11, 1.21, 1.35]"
Blue Star,5,BLUESTARCO,500067,consumergoodswhitegoods,"[4.34, 11.8, 0.7, 1.01, 3.45, 4.76, 0.31, 0.84, 2.53, 2.06]","[26.0, 148.0, 126.0, 20.0, 36.0, 131.0]","[902.46, 990.04, 586.7, 633.34, 841.98, 863.15, 541.1, 581.02, 765.93, 850.89]","[7.0, 15.0, 8.0, 9.0, 10.0, 1.0]","[4.0, 11.0, 1.0, 1.0, 4.0, 5.0, 1.0, 1.0, 3.0, 2.0]","[39.04, 106.17, 6.3, 9.05, 31.01, 42.79, 2.81, 7.52, 22.77, 18.55]","[16.96, 8.44, 5.75, -9.91, 17.23]","[101.0, 47.0, 158.0, -158.0]",24.4,"[0.53, 0.81, 0.75]"
BPCL,5,BPCL,500547,refineries,"[32.86, 39.45, 7.62, 6.42, 16.82, 56.26, -15.06, 12.88, 2.08, 66.35]","[95.0, -30.0, 151.0, -50.0, 709.0, -15.0]","[51916.69, 51304.28, 57872.82, 61978.51, 66749.65, 74736.6, 64734.23, 61757.38, 58705.28, 66282.01]","[-22.0, -31.0, -11.0, 0.0, 14.0, 13.0]","[5.0, 6.0, 1.0, 1.0, 2.0, 5.0, -2.0, 2.0, 0.0, 7.0]","[2376.16, 2852.89, 551.16, 464.2, 1216.26, 4068.37, -1088.94, 931.13, 150.32, 4797.29]","[70.32, 56.16, 36.55, 36.27, 42.78]","[25.0, 54.0, 1.0, -15.0]",22.63,"[0.52, 1.03, 1.42]"
BSL,5,BSL,514045,textilesweaving,"[2.56, 1.88, 2.48, 2.42, 0.2, 0.31, 1.2, 1.64, 0.12, 0.19]","[1180.0, 506.0, 107.0, 48.0, 67.0, 63.0]","[87.49, 87.63, 99.46, 100.79, 92.0, 83.47, 99.99, 86.43, 68.25, 70.31]","[-5.0, 5.0, -1.0, 17.0, 35.0, 19.0]","[3.0, 2.0, 3.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0]","[2.63, 1.94, 2.55, 2.49, 0.21, 0.32, 1.23, 1.69, 0.12, 0.2]","[6.99, 3.27, 0.34, 0.13, 5.5]","[114.0, 862.0, 162.0, -98.0]",10.7,"[1.86, 1.88, 2.21]"
Capital Trust,5,,511505,financeleasinghirepurchase,"[4.57, 3.78, 3.66, 2.12, 0.89, 0.75, 0.3, 0.55, 0.8, 0.45]","[116.0, 325.0, 388.0, 285.0, 11.0, 67.0]","[11.86, 10.21, 9.98, 8.01, 6.35, 4.42, 3.65, 3.25, 2.62, 2.18]","[48.0, 61.0, 126.0, 146.0, 142.0, 103.0]","[30.0, 28.0, 27.0, 20.0, 10.0, 13.0, 6.0, 13.0, 23.0, 16.0]","[3.56, 2.83, 2.74, 1.59, 0.62, 0.57, 0.23, 0.41, 0.6, 0.34]","[12.86, 2.43, 2.06, 0.24, 0.65]","[429.0, 18.0, 758.0, -63.0]",50.87,"[5.06, 2.04, 0.82]"
Castrol,5,CASTROLIND,500870,lubricants,"[3.73, 2.97, 2.67, 2.38, 2.52, 2.03, 2.55, 2.11, 3.11, 2.51]","[48.0, 46.0, 5.0, 13.0, -19.0, -19.0]","[920.2, 795.8, 855.9, 799.5, 910.3, 815.1, 806.3, 719.6, 858.8, 781.4]","[1.0, -2.0, 6.0, 11.0, 6.0, 4.0]","[20.0, 18.0, 15.0, 15.0, 14.0, 12.0, 16.0, 15.0, 18.0, 16.0]","[184.5, 146.7, 132.0, 117.9, 124.4, 100.2, 126.2, 104.5, 153.6, 124.3]","[9.59, 10.28, 9.05, 19.45, 19.83]","[-7.0, 14.0, -53.0, -2.0]",95.51,[]
Ceat,5,CEATLTD,500878,tyres,"[29.11, 22.11, 21.43, 22.83, 13.02, 16.29, 16.92, 21.39, 17.06, 17.78]","[124.0, 36.0, 27.0, 7.0, -24.0, -8.0]","[1407.44, 1417.24, 1354.99, 1369.16, 1400.86, 1395.8, 1375.49, 1263.41, 1269.46, 1297.99]","[0.0, 2.0, -1.0, 8.0, 10.0, 8.0]","[8.0, 6.0, 6.0, 6.0, 3.0, 4.0, 4.0, 6.0, 5.0, 5.0]","[117.77, 89.44, 80.63, 82.1, 46.8, 58.57, 60.85, 75.95, 58.43, 60.9]","[79.76, 71.65, 31.06, 2.2, 6.51]","[11.0, 131.0, 1312.0, -66.0]",18.7,"[0.38, 1.03, 1.08]"
Chartered Logis,5,,531977,transportlogistics,"[0.22, -0.43, 0.21, 0.25, 0.12, -1.14, 0.05, 0.1, 0.06, -0.1]","[83.0, 62.0, 320.0, 150.0, 100.0, -1040.0]","[45.2, 71.99, 32.51, 35.54, 34.52, 34.49, 41.29, 42.13, 43.1, 58.74]","[31.0, 109.0, -21.0, -16.0, -20.0, -41.0]","[5.0, -1.0, 4.0, 6.0, 3.0, -33.0, 1.0, 2.0, 1.0, -3.0]","[2.19, -0.83, 1.16, 2.08, 1.2, -11.31, 0.45, 0.96, 0.56, -1.65]","[0.02, -0.92, 0.35, 0.62, 0.79]","[102.0, -363.0, -44.0, -22.0]",16.54,"[4.09, 3.23, 3.78]"
CNI Research,5,,512018,mediaentertainment,"[0.06, 0.12, 0.04, 0.02, 0.01, 0.04, -0.01, -0.01, 0.01, -0.05]","[500.0, 200.0, 500.0, 300.0, 0.0, 180.0]","[8.08, 7.77, 12.81, 2.58, 0.65, 0.92, 0.1, 0.07, 1.8, 0.83]","[1143.0, 745.0, 12710.0, 3586.0, -64.0, 11.0]","[8.0, 14.0, 3.0, 9.0, 6.0, 26.0, -30.0, -114.0, 2.0, -39.0]","[0.68, 1.06, 0.38, 0.22, 0.04, 0.24, -0.03, -0.08, 0.04, -0.32]","[0.12, 0.03, 0.01, 0.03, None]","[300.0, 200.0, -67.0]",4.59,[]
Cosboard Ind,5,,530859,paper,"[0.93, 3.48, 0.18, 0.59, 0.16, 0.52, -0.11, 0.14, 0.03, 1.07]","[481.0, 569.0, 264.0, 321.0, 433.0, -51.0]","[13.62, 8.23, 11.82, 9.64, 11.82, 9.13, 7.47, 9.77, 7.85, 6.63]","[15.0, -10.0, 58.0, -1.0, 51.0, 38.0]","[3.0, 18.0, 1.0, 3.0, 1.0, 2.0, -1.0, 1.0, 0.0, 7.0]","[0.4, 1.5, 0.08, 0.25, 0.07, 0.22, -0.05, 0.06, 0.03, 0.46]","[5.35, 0.63, 0.19, 0.13, 1.02]","[749.0, 232.0, 46.0, -87.0]",39.38,"[10.0, 4.11, 3.05]"
Danlaw Tech,5,,532329,computerssoftwaremediumsmall,"[2.3, 0.87, 1.39, 0.67, -0.4, -0.76, 1.19, 0.62, 0.04, 0.49]","[675.0, 214.0, 17.0, 8.0, -1100.0, -255.0]","[3.15, 2.7, 2.41, 2.1, 1.53, 1.42, 2.99, 2.19, 1.74, 1.87]","[106.0, 90.0, -19.0, -4.0, -12.0, -24.0]","[27.0, 12.0, 22.0, 12.0, -10.0, -20.0, 15.0, 11.0, 1.0, 10.0]","[0.86, 0.32, 0.52, 0.25, -0.15, -0.28, 0.44, 0.23, 0.01, 0.18]","[2.53, 1.08, 3.38, -0.68, -0.78]","[134.0, -68.0, 597.0, 13.0]",4.02,[]
Deccan Cements,5,DECCANCE,502137,cementmini,"[19.88, 24.0, 3.28, 7.76, -6.66, 8.51, 4.61, -1.59, -4.36, -0.47]","[398.0, 182.0, -29.0, 588.0, -53.0, 1911.0]","[158.76, 147.61, 102.19, 109.84, 78.96, 88.72, 101.03, 100.74, 100.33, 111.31]","[101.0, 66.0, 1.0, 9.0, -21.0, -20.0]","[9.0, 11.0, 2.0, 5.0, -6.0, 7.0, 3.0, -1.0, -3.0, -0.0]","[13.92, 16.81, 2.3, 5.43, -4.67, 5.96, 3.23, -1.11, -3.05, -0.33]","[28.38, 7.17, 10.44, 68.2, 2.85]","[296.0, -31.0, -85.0, 2293.0]",8.04,"[0.65, 0.89, 1.05]"
Devine Impex,5,,531585,financeinvestments,"[0.01, 0.04, None, -0.01, -0.01, -0.03, 0.02, None, 0.02, 0.44]","[200.0, 233.0]","[0.8, 4.07, 0.35, 0.13, 0.1, 1.68, 0.91, 0.17, 2.78, 2.25]","[700.0, 142.0, -62.0, -24.0, -96.0, -25.0]","[1.0, 1.0, 0.0, -8.0, -10.0, -2.0, 2.0, 0.0, 0.0, 16.0]","[0.01, 0.04, 0.0, -0.01, -0.01, -0.03, 0.02, 0.0, 0.01, 0.35]","[0.02, 0.01, 0.63, 0.23, -0.03]","[100.0, -98.0, 174.0, 867.0]",0.15,[]
Dharamsi Morarj,5,DHARAMORAR,506405,fertilisers,"[2.22, 2.32, 0.96, 1.15, 1.84, 0.35, 0.96, 1.71, 4.24, 16.53]","[21.0, 563.0, 0.0, -33.0, -57.0, -98.0]","[27.8, 35.07, 24.13, 28.26, 32.02, 25.2, 23.47, 26.01, 26.63, 20.69]","[-13.0, 39.0, 3.0, 9.0, 20.0, 22.0]","[18.0, 15.0, 9.0, 9.0, 13.0, 4.0, 9.0, 15.0, 34.0, 171.0]","[4.89, 5.1, 2.2, 2.62, 4.07, 0.9, 2.2, 3.79, 9.17, 35.31]","[6.27, 7.48, 15.34, -2.17, None]","[-16.0, -51.0, 807.0]",63.89,[4.3]
Elantas Beck,5,DRBECK,500123,chemicals,"[15.93, 10.89, 11.14, 9.36, 11.74, 7.63, 8.55, 8.05, 11.76, 11.69]","[36.0, 43.0, 30.0, 16.0, -0.0, -35.0]","[92.4, 80.07, 86.48, 88.02, 86.26, 79.31, 76.28, 74.72, 76.75, 75.37]","[7.0, 1.0, 13.0, 18.0, 12.0, 5.0]","[14.0, 11.0, 10.0, 8.0, 11.0, 8.0, 9.0, 9.0, 12.0, 12.0]","[12.63, 8.63, 8.83, 7.42, 9.31, 6.05, 6.78, 6.38, 9.33, 9.26]","[39.87, 40.05, 34.78, 31.2, 40.86]","[-0.0, 15.0, 11.0, -24.0]",23.31,[]
Enkei Wheels,5,,533477,autoancillaries,"[1.91, -0.8, 0.58, 1.67, 0.38, 2.56, -0.03, -2.13, 0.03, 4.79]","[403.0, -131.0, 2033.0, 178.0, 1167.0, -47.0]","[109.52, 107.08, 97.35, 95.19, 79.65, 80.97, 78.92, 80.53, 75.39, 77.29]","[38.0, 32.0, 23.0, 18.0, 6.0, 5.0]","[2.0, -1.0, 1.0, 2.0, 1.0, 4.0, -0.0, -3.0, 0.0, 8.0]","[2.56, -1.07, 0.74, 2.13, 0.48, 3.14, -0.04, -2.61, 0.04, 5.86]","[1.76, 0.43, 3.56, -4.78, -1.15]","[309.0, -88.0, 174.0, -316.0]",17.51,"[4.38, 8.63, 9.28]"
Eveready Ind,5,EVEREADY,531508,drycells,"[2.19, 0.75, 2.11, 2.43, 1.46, 0.17, 0.62, 0.51, 0.57, -0.3]","[50.0, 341.0, 240.0, 376.0, 156.0, 157.0]","[347.93, 274.75, 325.23, 354.29, 323.49, 256.99, 296.45, 319.34, 279.57, 227.55]","[8.0, 7.0, 10.0, 11.0, 16.0, 13.0]","[5.0, 2.0, 5.0, 5.0, 3.0, 0.0, 2.0, 1.0, 1.0, -1.0]","[15.89, 5.45, 15.33, 17.64, 10.6, 1.25, 4.53, 3.7, 4.12, -2.15]","[6.74, 1.87, 0.7, -10.99, 5.42]","[260.0, 167.0, 106.0, -303.0]",8.07,"[0.28, 0.31, 0.37]"
Fairfield Atlas,5,,520145,autoancillaries,"[6.64, 5.5, 2.78, 1.22, 2.75, 3.73, 3.89, 3.38, 2.32, 1.35]","[141.0, 47.0, -29.0, -64.0, 19.0, 176.0]","[94.69, 78.01, 60.14, 45.55, 54.1, 65.52, 70.11, 65.57, 64.16, 50.44]","[75.0, 19.0, -14.0, -31.0, -16.0, 30.0]","[19.0, 19.0, 13.0, 7.0, 14.0, 16.0, 15.0, 16.0, 10.0, 7.0]","[18.15, 15.02, 7.6, 3.34, 7.53, 10.18, 10.62, 10.36, 6.33, 3.69]","[18.98, 10.48, 11.35, 6.45, None]","[81.0, -8.0, 76.0]",-1.0,"[0.16, 0.27, 0.41]"
Fame India,5,FAME,532631,mediaentertainment,"[0.52, 0.41, -0.22, -3.52, -0.27, 0.04, 0.57, -1.01, 2.22, 0.41]","[293.0, 925.0, -139.0, -249.0, -112.0, -90.0]","[68.86, 69.54, 59.62, 46.06, 48.29, 54.43, 44.22, 31.48, 47.26, 44.97]","[43.0, 28.0, 35.0, 46.0, 2.0, 21.0]","[4.0, 3.0, -2.0, -27.0, -2.0, 0.0, 5.0, -11.0, 16.0, 3.0]","[2.87, 2.3, -1.24, -12.3, -0.96, 0.14, 2.0, -3.51, 7.74, 1.44]","[-3.0, 0.57, None, None, None]",[],-6.91,"[0.13, 0.74, 1.75]"
Foseco India,5,FOSECOIND,500150,chemicals,"[13.41, 10.67, 10.67, 10.74, 9.93, 7.15, 3.38, 7.69, 7.86, 9.09]","[35.0, 49.0, 216.0, 40.0, 26.0, -21.0]","[75.37, 64.11, 62.99, 67.85, 64.72, 62.98, 55.53, 55.48, 57.79, 55.32]","[16.0, 2.0, 13.0, 22.0, 12.0, 14.0]","[11.0, 11.0, 11.0, 10.0, 10.0, 7.0, 4.0, 9.0, 9.0, 11.0]","[8.57, 6.82, 6.82, 6.86, 6.34, 4.57, 2.16, 4.91, 5.02, 5.81]","[38.5, 27.9, 34.16, 39.59, 30.22]","[38.0, -18.0, -14.0, 31.0]",23.34,"[0.04, 0.07, 0.09]"
Gammon Infra,5,GAMMNINFRA,532959,constructioncontractingcivil,"[0.04, 0.01, -0.03, None, -0.22, -0.73, -0.73, -0.17, -0.06, 0.05]","[118.0, 101.0]","[67.28, 48.71, 42.06, 43.21, 18.63, 19.51, 19.51, 14.82, 32.4, 25.33]","[261.0, 150.0]","[5.0, 2.0, -7.0, 0.0, -85.0, -274.0, -274.0, -85.0, -14.0, 14.0]","[3.62, 0.97, -3.09, 0.05, -15.84, -53.55, -53.55, -12.66, -4.45, 3.53]","[None, 0.41, 0.45, 0.49, None]",[],-1.0,"[0.41, 0.57, 0.82]"
GE Shipping,5,GESHIP,500620,shipping,"[10.75, 3.48, 4.58, 7.17, 5.81, -0.84, 0.87, 4.09, 9.32, 0.64]","[85.0, 514.0, 426.0, 75.0, -38.0, -231.0]","[454.24, 458.83, 451.6, 416.84, 381.05, 397.43, 367.95, 326.21, 358.13, 422.21]","[19.0, 15.0, 23.0, 28.0, 6.0, -6.0]","[36.0, 11.0, 15.0, 26.0, 23.0, -3.0, 4.0, 19.0, 40.0, 2.0]","[162.16, 52.47, 69.07, 108.15, 87.61, -12.74, 13.13, 62.33, 141.96, 9.7]","[21.04, 13.5, 9.6, 9.41, 17.5]","[56.0, 41.0, 2.0, -46.0]",6.44,"[0.52, 0.58, 0.63]"
Gillette India,5,GILLETTE,507815,personalcare,"[22.35, 9.44, 11.31, 5.43, 5.14, 2.6, 3.39, 4.65, 5.06, 8.33]","[335.0, 263.0, 234.0, 17.0, 2.0, -69.0]","[539.86, 493.68, 498.09, 438.93, 476.67, 455.18, 426.6, 387.17, 392.07, 356.54]","[13.0, 8.0, 17.0, 13.0, 22.0, 28.0]","[13.0, 6.0, 7.0, 4.0, 4.0, 2.0, 3.0, 4.0, 4.0, 8.0]","[72.83, 30.76, 36.86, 17.68, 16.76, 8.48, 11.04, 15.14, 16.47, 27.16]","[48.53, 15.78, 26.75, 23.24, 26.44]","[208.0, -41.0, 15.0, -12.0]",21.3,[]
Glenmark,5,GLENMARK,532296,pharmaceuticals,"[12.13, 24.71, 4.3, 4.29, 3.83, 5.59, 2.15, 3.91, 4.35, 3.14]","[217.0, 342.0, 100.0, 10.0, -12.0, 78.0]","[1225.9, 3077.88, 646.8, 681.31, 593.22, 652.24, 530.32, 583.03, 507.98, 484.14]","[107.0, 372.0, 22.0, 17.0, 17.0, 35.0]","[27.0, 22.0, 18.0, 17.0, 18.0, 23.0, 11.0, 18.0, 23.0, 18.0]","[335.2, 670.43, 116.73, 116.43, 103.93, 151.67, 58.41, 105.95, 117.8, 84.92]","[37.14, 16.01, 14.26, 9.81, 7.86]","[132.0, 12.0, 45.0, 25.0]",20.35,"[0.07, 0.12, 0.12]"
Hatsun Agro,5,HATSUN,531531,foodprocessing,"[2.64, 0.8, 1.19, 0.95, 0.68, 0.37, 2.87, 2.87, 1.47, 0.56]","[288.0, 116.0, -59.0, -67.0, -54.0, -34.0]","[865.27, 769.87, 712.17, 744.17, 702.34, 642.07, 629.67, 607.47, 601.98, 593.45]","[23.0, 20.0, 13.0, 23.0, 17.0, 8.0]","[3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 5.0, 5.0, 3.0, 1.0]","[28.69, 8.66, 12.89, 10.27, 7.33, 4.01, 30.89, 30.92, 15.87, 6.08]","[3.62, 7.59, 4.15, 2.47, 5.42]","[-52.0, 83.0, 68.0, -54.0]",17.68,"[2.14, 2.21, 2.56]"
HFCL,5,HFCL,500183,telecommunicationsequipment,"[0.9, 0.07, 0.33, 0.55, 0.55, 0.2, 0.44, 0.39, 0.11, 0.11]","[64.0, -65.0, -25.0, 41.0, 400.0, 82.0]","[625.37, 681.18, 600.5, 650.58, 618.82, 675.1, 581.32, 504.03, 258.33, 225.23]","[1.0, 1.0, 3.0, 29.0, 140.0, 200.0]","[18.0, 1.0, 7.0, 11.0, 11.0, 4.0, 10.0, 10.0, 6.0, 6.0]","[112.39, 9.43, 42.07, 68.94, 69.47, 26.55, 55.48, 50.16, 15.29, 14.52]","[1.49, 1.15, 0.4, 0.05, None]","[30.0, 187.0, 700.0]",20.37,"[0.38, 0.46, 0.56]"
Hindustan Media,5,HMVL,533217,mediaentertainment,"[5.68, 5.31, 4.98, 4.29, 4.62, 3.71, 3.92, 3.39, 4.13, 3.09]","[23.0, 43.0, 27.0, 27.0, 12.0, 20.0]","[221.51, 199.3, 205.26, 194.04, 207.14, 180.69, 185.83, 174.23, 177.33, 153.03]","[7.0, 10.0, 10.0, 11.0, 17.0, 18.0]","[19.0, 20.0, 18.0, 16.0, 16.0, 15.0, 15.0, 14.0, 17.0, 15.0]","[41.71, 38.94, 36.58, 31.46, 33.88, 27.21, 28.79, 24.91, 30.3, 22.7]","[19.19, 15.15, 11.52, 8.9, 7.8]","[27.0, 32.0, 29.0, 14.0]",19.07,"[0.13, 0.03, 0.01]"
IKF Finance,5,,530719,financeinvestments,"[1.36, 1.33, 1.12, 0.95, 0.9, 0.98, 0.97, 1.16, 0.52, 0.6]","[51.0, 36.0, 15.0, -18.0, 73.0, 63.0]","[21.52, 20.09, 17.62, 17.75, 15.62, 13.72, 12.52, 13.5, 10.75, 9.33]","[38.0, 46.0, 41.0, 31.0, 45.0, 47.0]","[20.0, 21.0, 20.0, 17.0, 19.0, 21.0, 23.0, 22.0, 12.0, 16.0]","[4.27, 4.26, 3.58, 3.04, 2.89, 2.87, 2.83, 3.02, 1.33, 1.52]","[3.8, 3.07, 2.09, 2.72, None]","[24.0, 47.0, -23.0]",17.44,"[3.86, 3.66, 4.28]"
Indian Terrain,5,INDTERRAIN,533329,textilesreadymadeapparels,"[7.36, 5.87, 8.56, 11.23, 4.78, 0.18, 5.87, 7.39, 4.03, 4.86]","[54.0, 3161.0, 46.0, 52.0, 19.0, -96.0]","[56.3, 68.97, 66.09, 103.62, 51.73, 61.97, 65.07, 64.16, 40.86, 53.76]","[9.0, 11.0, 2.0, 62.0, 27.0, 15.0]","[9.0, 6.0, 7.0, 6.0, 5.0, 0.0, 5.0, 7.0, 6.0, 5.0]","[5.33, 4.0, 4.94, 6.32, 2.72, 0.1, 3.34, 4.18, 2.26, 2.71]","[30.04, 17.45, 7.36, 3.17, 11.3]","[72.0, 137.0, 132.0, -72.0]",14.22,"[0.31, 1.42, 2.22]"
Indo Thai Secu,5,INDOTHAI,533676,financegeneral,"[7.63, 1.8, 0.06, -1.34, 1.89, 0.12, 0.35, 0.83, -0.48, 0.73]","[304.0, 1400.0, -83.0, -261.0, 494.0, -84.0]","[4.39, 9.67, 3.77, 5.31, 12.44, 7.5, 5.05, 4.35, 1.26, 1.1]","[-65.0, 29.0, -25.0, 22.0, 887.0, 582.0]","[174.0, 19.0, 2.0, -25.0, 15.0, 2.0, 7.0, 19.0, -38.0, 66.0]","[7.63, 1.8, 0.06, -1.34, 1.9, 0.12, 0.35, 0.83, -0.48, 0.73]","[2.41, 0.69, -0.07, 0.26, 1.78]","[249.0, 1086.0, -127.0, -85.0]",6.37,"[0.07, 0.09]"
Jamna Auto,5,JAMNAAUTO,520051,autoancillaries,"[3.51, 3.83, 1.44, 0.84, 1.3, 0.68, -1.89, -0.72, 4.94, 1.35]","[170.0, 463.0, 176.0, 217.0, -74.0, -50.0]","[249.23, 295.82, 229.49, 227.34, 205.4, 210.35, 146.02, 157.13, 198.58, 205.15]","[21.0, 41.0, 57.0, 45.0, 3.0, 3.0]","[6.0, 5.0, 2.0, 1.0, 3.0, 1.0, -5.0, -0.0, 10.0, 3.0]","[13.93, 15.15, 5.69, 3.4, 5.2, 2.87, -7.43, -0.78, 19.64, 5.47]","[7.41, 3.52, 7.25, 11.48, 9.28]","[111.0, -51.0, -37.0, 24.0]",16.13,"[0.39, 0.54, 0.78]"
