Name,filters passed,NSE,BSE,Sector,epsQ,epsQ%,salesQ,salesQ%,ATPMQ,ATPQ,epsA,epsA%
Tinplate,2,TINPLATE,504966,metalsnonferrous,"['2.18', '0.74', '0.66', '1.40', '1.02', '0.87', '1.23', '1.97', '1.02', '-0.19']","[113.72549019607845, -14.942528735632186, -46.34146341463414, -28.934010152284266, 0.0, 557.8947368421053]","['222.87', '245.59', '217.47', '250.17', '179.13', '289.41', '257.44', '273.90', '228.24', '262.53']","[-9.25119100940592, 12.930519152066955, -13.07111164408202, 39.65834868531234, -38.10511039701463, 12.418427594779377, -6.009492515516604, 20.005257623554137, -13.06136441549536]","[0.10230179028132992, 0.05065352823812044, 0.03154458086172805, 0.058600151896710244, 0.05934237704460448, 0.06430323762136761, 0.04995338719701678, 0.07546549835706463, 0.0467490361023484, 0.03264388831752562]","['22.80', '12.44', '6.86', '14.66', '10.63', '18.61', '12.86', '20.67', '10.67', '8.57']","['3.81', '5.09', '1.69', '0.52', '3.43']","[-25.147347740667975, 201.18343195266272, 225.0, -84.8396501457726]"
Titan Secu,2,,530045,financeleasinghirepurchase,"['0.04', '0.02', '0.04', '0.02', '0.03', '0.01', '0.06', '--', '0.01', '0.01']","[33.33333333333334, 100.0, -33.33333333333333]","['1.29', '0.72', '0.59', '0.62', '0.34', '0.86', '0.05', '0.02', '0.11', '0.03']","[79.16666666666667, 22.033898305084747, -4.8387096774193585, 82.35294117647058, -60.465116279069775, 1620.0, 150.0, -81.81818181818181, 266.6666666666667]","[0.06976744186046512, 0.06944444444444445, 0.1864406779661017, 0.06451612903225806, 0.11764705882352941, 0.03488372093023256, 2.8000000000000003, 1.0, 0.09090909090909091, 0.33333333333333337]","['0.09', '0.05', '0.11', '0.04', '0.04', '0.03', '0.14', '0.02', '0.01', '0.01']","['0.08', '0.02', '0.07', '0.22', '--']","[300.0, -71.42857142857143, -68.18181818181817]"
Todays Writing,2,TODAYS,531830,printingstationery,"['-1.28', '-4.62', '-1.98', '-2.41', '-1.40', '3.06', '-2.21', '-2.01', '-2.57', '-3.32']",[],"['15.69', '11.77', '13.38', '12.81', '14.64', '12.92', '12.47', '13.97', '10.98', '9.83']","[33.305012744265085, -12.032884902840069, 4.449648711943796, -12.5, 13.312693498452017, 3.608660785886121, -10.73729420186113, 27.231329690346083, 11.698880976602242]","[-0.10579987253027406, -0.5029736618521665, -0.18983557548579968, -0.24121779859484777, -0.12295081967213115, 0.3041795665634675, -0.22694466720128306, -0.18396564065855403, -0.2996357012750455, -0.43336724313326547]","['-1.66', '-5.92', '-2.54', '-3.09', '-1.80', '3.93', '-2.83', '-2.57', '-3.29', '-4.26']","['-17.66', '-3.72', '-11.09', '-84.31', '-26.84']",[]
Torrent Cables,2,TORRENGUJ,523856,powertransmissionequipment,"['5.62', '3.85', '0.52', '-0.83', '0.37', '2.28', '1.61', '-0.36', '1.48', '4.38']","[1418.918918918919, 68.85964912280703, -67.70186335403727, -130.55555555555557, -74.99999999999999, -47.945205479452056]","['92.10', '91.19', '76.61', '40.89', '61.86', '66.83', '61.66', '37.87', '48.30', '74.89']","[0.9979164382059399, 19.03145803419919, 87.35632183908045, -33.89912706110572, -7.436779889271284, 8.384690236782358, 62.82017428043306, -21.594202898550723, -35.505407931633066]","[0.05255157437567861, 0.036297839675403, 0.005873906800678763, -0.017363658596233796, 0.005172971225347559, 0.029328146042196617, 0.022542977619202077, -0.008185899128597835, 0.026293995859213253, 0.05034049939911871]","['4.84', '3.31', '0.45', '-0.71', '0.32', '1.96', '1.39', '-0.31', '1.27', '3.77']","['3.92', '5.02', '20.85', '22.44', '7.99']","[-21.912350597609557, -75.92326139088729, -7.085561497326203, 180.85106382978725]"
Torrent Pharma,2,TORNTPHARM,500420,pharmaceuticals,"['49.07', '6.12', '6.05', '6.65', '14.89', '6.74', '10.78', '25.28', '18.08', '9.91']",[],"['1810.00', '878.00', '796.00', '840.00', '937.00', '709.00', '757.00', '818.00', '703.00', '633.04']","[106.15034168564921, 10.301507537688442, -5.238095238095238, -10.352187833511206, 32.15796897038082, -6.340819022457067, -7.45721271393643, 16.35846372688478, 11.051434348540383]","[0.4585635359116022, 0.11731207289293849, 0.12939698492462312, 0.13333333333333333, 0.2689434364994664, 0.1607898448519041, 0.2404227212681638, 0.2616136919315403, 0.21763869132290184, 0.1324402881334513]","['830.00', '103.00', '103.00', '112.00', '252.00', '114.00', '182.00', '214.00', '153.00', '83.84']","['36.83', '45.05', '64.58', '36.79', '34.38']","[-18.24639289678135, -30.241560854753796, 75.53683066050557, 7.009889470622445]"
Torrent Power,2,TORNTPOWER,532779,powergenerationdistribution,"['6.54', '7.82', '4.98', '1.21', '1.70', '3.66', '-0.89', '-0.55', '-0.21', '0.52']","[284.70588235294116, 113.66120218579235, 659.5505617977528, 320.0, 909.5238095238095, 603.8461538461538]","['2784.52', '2304.35', '2449.50', '2592.47', '2492.90', '2126.31', '1944.97', '2201.19', '2143.08', '1827.65']","[20.83754637967323, -5.9256991222698545, -5.5148179149614, 3.99414336716273, 17.24066575428795, 9.323537123965918, -11.640067418078404, 2.7115180021277845, 17.258774929554335]","[0.11103529513165644, 0.16031852800138868, 0.09607675035721576, 0.021990611270332926, 0.03220345782020939, 0.08129106292121092, -0.021511899926477018, -0.011843593692502692, -0.004712843197640778, 0.013432549995896369]","['309.18', '369.43', '235.34', '57.01', '80.28', '172.85', '-41.84', '-26.07', '-10.10', '24.55']","['15.71', '2.01', '8.15', '26.19', '22.56']","[681.5920398009952, -75.33742331288344, -68.88125238640703, 16.090425531914907]"
Transglobe,2,,519367,foodprocessing,"['3.17', '0.03', '0.01', '--', '--', '0.01', '-0.03', '-0.01', '-0.01', '--']",[],"['3.37', '0.95', '1.05', '0.05', '0.05', '0.11', '0.04', '0.05', '0.05', '0.04']","[254.73684210526315, -9.52380952380953, 2000.0, 0.0, -54.54545454545454, 175.00000000000003, -20.000000000000004, 0.0, 25.000000000000007]","[0.27299703264094954, 0.010526315789473686, 0.02857142857142857, 0.0, 0.0, 0.18181818181818182, -2.25, -0.39999999999999997, -0.7999999999999999, 0.0]","['0.92', '0.01', '0.03', '0.00', '0.00', '0.02', '-0.09', '-0.02', '-0.04', '0.00']","['0.15', '-0.04', '--', '--', '--']",[475.0]
Tree House,2,TREEHOUSE,533540,computerssoftwaretraining,"['5.02', '4.40', '3.89', '3.35', '4.26', '2.20', '3.32', '3.15', '3.42', '2.14']","[17.840375586854456, 100.0, 17.16867469879519, 6.349206349206354, 24.561403508771924, 2.803738317757012]","['69.03', '50.68', '53.11', '49.76', '53.91', '35.75', '39.73', '41.29', '40.87', '29.40']","[36.20757695343331, -4.57540952739597, 6.7323151125401965, -7.698015210536077, 50.797202797202786, -10.01761892776239, -3.7781545168321684, 1.0276486420357274, 39.01360544217687]","[0.2610459220628712, 0.3378058405682715, 0.28469214837130485, 0.2530144694533762, 0.2979039139306251, 0.22489510489510486, 0.3045557513214196, 0.27779123274400586, 0.30095424516760466, 0.24965986394557824]","['18.02', '17.12', '15.12', '12.59', '16.06', '8.04', '12.10', '11.47', '12.30', '7.34']","['15.66', '12.04', '9.69', '7.17', '4.09']","[30.066445182724262, 24.251805985552114, 35.146443514644346, 75.30562347188264]"
Trident,2,TRIDENT,521064,textilesspinningcottonblended,"['1.20', '0.79', '0.47', '0.47', '0.72', '0.94', '1.64', '2.34', '1.42', '1.05']","[66.66666666666666, -15.95744680851063, -71.34146341463415, -79.91452991452992, -49.29577464788733, -10.476190476190485]","['873.88', '965.96', '925.79', '954.28', '900.43', '983.11', '1016.92', '999.56', '869.26', '887.28']","[-9.53248581721811, 4.3389969647544335, -2.9854969191432295, 5.980475994802486, -8.41004567138978, -3.32474530936553, 1.736764176237546, 14.98976140625359, -2.0309259760165883]","[0.06976930471002883, 0.041844382790177645, 0.02606422622841033, 0.021995640692459236, 0.03586064435880635, 0.029772863667341394, 0.05008260236793455, 0.0726919844731682, 0.05081333548075375, 0.03685420611306465]","['60.97', '40.42', '24.13', '20.99', '32.29', '29.27', '50.93', '72.66', '44.17', '32.70']","['2.47', '6.33', '1.60', '-1.59', '3.02']","[-60.97946287519746, 295.625, 200.6289308176101, -152.64900662251657]"
Tulive Develop,2,,505285,machinetools,"['14.53', '3.01', '11.03', '5.20', '5.83', '5.14', '1.13', '1.15', '2.57', '6.64']","[149.22813036020582, -41.43968871595331, 876.1061946902654, 352.17391304347836, 126.84824902723737, -22.590361445783135]","['0.39', '0.33', '0.33', '0.33', '0.33', '0.33', '--', '--', '--', '--']","[18.18181818181818, 0.0, 0.0, 0.0, 0.0]","[12.974358974358973, 3.1818181818181817, 9.212121212121211, 5.484848484848484, 6.1515151515151505, 5.424242424242424]","['5.06', '1.05', '3.04', '1.81', '2.03', '1.79', '0.39', '0.40', '0.90', '2.31']","['22.75', '10.75', '24.97', '49.23', '77.32']","[111.62790697674419, -56.94833800560672, -49.27889498273411, -36.32953957578893]"
TVS Motor,2,TVSMOTOR,532343,auto23wheelers,"['1.90', '1.91', '1.90', '2.00', '1.52', '1.03', '1.45', '1.87', '1.09', '-0.71']","[24.999999999999993, 85.43689320388349, 31.034482758620683, 6.951871657754005, 39.44954128440366, 245.0704225352113]","['2590.73', '2408.90', '2612.57', '2635.46', '2263.21', '2120.77', '2034.71', '1962.03', '1740.19', '1725.29']","[7.5482585412428875, -7.795771979315388, -0.8685390785669246, 16.447877130270722, 6.716428467019058, 4.229595372313496, 3.704326641284795, 12.748033260735891, 0.863622927160077]","[0.03484346110941704, 0.03757731744779775, 0.03451773540996031, 0.03597474444688973, 0.03195461313797659, 0.02457597947915144, 0.033813172393117444, 0.045279633848615976, 0.029807090030398976, -0.018964927635354057]","['90.27', '90.52', '90.18', '94.81', '72.32', '52.12', '68.80', '88.84', '51.87', '-32.72']","['7.32', '5.44', '2.43', '5.24', '4.10']","[34.55882352941176, 123.86831275720165, -53.62595419847328, 27.804878048780502]"
Tyche Ind,2,,532384,chemicals,"['2.02', '1.56', '0.16', '-0.15', '0.03', '-0.02', '0.74', '2.17', '2.65', '2.00']","[6633.333333333333, 7900.0, -78.37837837837837, -106.91244239631337, -98.8679245283019, -101.0]","['13.88', '11.25', '11.94', '17.12', '13.88', '11.52', '23.17', '33.82', '32.16', '30.11']","[23.377777777777784, -5.778894472361805, -30.2570093457944, 23.34293948126801, 20.48611111111112, -50.28053517479499, -31.490242460082783, 5.161691542288569, 6.808369312520749]","[0.14913544668587894, 0.14133333333333334, 0.014237855946398661, -0.009345794392523364, 0.02377521613832853, -0.01388888888888889, 0.032801035822183855, 0.06564163217031344, 0.08426616915422887, 0.06808369312520757]","['2.07', '1.59', '0.17', '-0.16', '0.33', '-0.16', '0.76', '2.22', '2.71', '2.05']","['1.89', '5.40', '5.96', '2.82', '2.37']","[-65.00000000000001, -9.395973154362409, 111.34751773049646, 18.987341772151886]"
UFM Industries ,2,,531610,foodprocessing,"['1.05', '-0.85', '--', '0.12', '0.60', '-0.53', '0.06', '0.57', '0.49', '1.96']","[75.00000000000001, -60.377358490566024]","['9.49', '8.61', '11.48', '8.28', '9.03', '7.63', '8.79', '9.18', '8.34', '14.93']","[10.220673635307792, -25.000000000000007, 38.6473429951691, -8.305647840531561, 18.348623853211002, -13.196814562002269, -4.248366013071902, 10.071942446043163, -44.13931681178834]","[0.06533192834562697, -0.05807200929152149, 0.01132404181184669, 0.008454106280193238, 0.0398671096345515, -0.04193971166448231, 0.0034129692832764505, 0.03703703703703704, 0.03477218225419664, 0.0783657066309444]","['0.62', '-0.50', '0.13', '0.07', '0.36', '-0.32', '0.03', '0.34', '0.29', '1.17']","['0.10', '0.58', '3.00', '0.23', '0.43']","[-82.75862068965517, -80.66666666666666, 1204.3478260869565, -46.51162790697674]"
Umred Agro,2,,519477,edibleoilssolventextraction,"['1.13', '1.17', '-0.94', '-0.42', '0.47', '--', '-0.85', '-0.39', '--', '--']",[140.4255319148936],"['10.07', '6.12', '10.53', '27.91', '34.31', '31.98', '17.46', '11.60', '8.00', '5.26']","[64.54248366013073, -41.880341880341874, -62.271587244715164, -18.65345380355582, 7.285803627267047, 83.1615120274914, 50.51724137931035, 44.99999999999999, 52.09125475285171]","[0.0913604766633565, 0.15522875816993464, -0.07217473884140552, -0.012182013615191688, 0.011075488195861264, 0.029706066291432142, -0.038946162657502864, -0.005172413793103448, 0.125, 0.1958174904942966]","['0.92', '0.95', '-0.76', '-0.34', '0.38', '0.95', '-0.68', '-0.06', '1.00', '1.03']","['-1.90', '-7.31', '0.94', '0.74', '0.15']",[]
Unique Organics,2,,530997,chemicals,"['1.50', '0.46', '0.98', '0.44', '0.47', '1.22', '1.66', '2.61', '2.16', '-3.68']","[219.1489361702128, -62.295081967213115, -40.963855421686745, -83.14176245210729, -78.24074074074075, 133.15217391304347]","['60.78', '36.77', '41.77', '51.05', '64.37', '91.36', '66.18', '34.25', '47.34', '50.42']","[65.29779711721511, -11.970313622216901, -18.178256611165512, -20.692869349075664, -29.542469352014006, 38.04774856452099, 93.22627737226279, -27.651035065483743, -6.108687028956759]","[0.014642974662718, 0.007614903453902638, 0.014124970074215943, 0.005093046033300686, 0.0043498524157216095, 0.007990367775831874, 0.014959202175883951, 0.04525547445255475, 0.02703844528939586, -0.01923839746132487]","['0.89', '0.28', '0.59', '0.26', '0.28', '0.73', '0.99', '1.55', '1.28', '-0.97']","['2.36', '7.66', '3.16', '2.10', '0.80']","[-69.19060052219322, 142.40506329113924, 50.476190476190474, 162.5]"
United Brewerie,2,UBL,532478,breweriesdistilleries,"['4.64', '1.79', '1.48', '1.59', '2.53', '2.08', '-0.73', '4.55', '0.19', '1.24']",[],"['1337.88', '1045.23', '895.75', '959.86', '973.90', '859.11', '752.20', '1208.33', '931.92', '771.20']","[27.99862231279241, 16.687691878314265, -6.6790990352759785, -1.4416264503542422, 13.361502019531837, 14.212975272533896, -37.748793789775966, 29.660271267919992, 20.84024896265559]","[0.09179448082040242, 0.04604728145958306, 0.044588333798492884, 0.04440230867001437, 0.06952459184721224, 0.06461337896194899, -0.024687583089603827, 0.10010510373821721, 0.00627736286376513, 0.04346473029045643]","['122.81', '48.13', '39.94', '42.62', '67.71', '55.51', '-18.57', '120.96', '5.85', '33.52']","['9.71', '8.43', '6.41', '4.68', '5.26']","[15.18386714116253, 31.51326053042121, 36.96581196581198, -11.02661596958175]"
United Drilling,2,,522014,machinetools,"['0.51', '-7.21', '10.63', '23.88', '17.78', '0.62', '5.23', '1.98', '0.90', '0.16']","[-97.13160854893137, -1262.9032258064517, 103.25047801147227, 1106.060606060606, 1875.5555555555557, 287.49999999999994]","['5.97', '1.37', '53.01', '34.72', '22.48', '13.42', '6.99', '26.69', '30.80', '21.28']","[335.76642335766417, -97.41558196566686, 52.67857142857143, 54.448398576512446, 67.51117734724292, 91.98855507868383, -73.81041588609966, -13.344155844155841, 44.73684210526315]","[0.08710217755443887, -5.3868613138686126, 0.20505564987738162, 0.3718317972350231, 0.425711743772242, 0.025335320417287633, 0.40486409155937053, 0.04008992131884601, 0.015584415584415583, 0.0042293233082706765]","['0.52', '-7.38', '10.87', '12.91', '9.57', '0.34', '2.83', '1.07', '0.48', '0.09']","['25.40', '8.72', '1.71', '4.42', '3.67']","[191.28440366972475, 409.94152046783626, -61.31221719457014, 20.435967302452315]"
United Leasing,2,,507808,financeinvestments,"['--', '-0.28', '0.30', '-0.27', '0.11', '-0.33', '-0.41', '-0.30', '-0.37', '-0.30']",[],"['0.09', '0.06', '0.19', '0.09', '0.31', '0.02', '0.02', '0.04', '0.04', '0.04']","[50.0, -68.42105263157895, 111.11111111111111, -70.96774193548387, 1449.9999999999998, 0.0, -50.0, 0.0, 0.0]","[0.0, -1.3333333333333335, 0.47368421052631576, -0.888888888888889, 0.0967741935483871, -5.0, -6.0, -2.25, -2.75, -2.25]","['0.00', '-0.08', '0.09', '-0.08', '0.03', '-0.10', '-0.12', '-0.09', '-0.11', '-0.09']","['-0.56', '-0.49', '-1.27', '-0.86', '-0.58']",[]
United Nilgiri,2,UNITEDTEA,,plantationsteacoffee,"['5.16', '3.58', '3.99', '5.81', '4.02', '3.96', '4.19', '3.66', '3.73', '3.34']","[28.358208955223894, -9.595959595959593, -4.773269689737474, 58.74316939890709, 7.774798927613929, 18.56287425149701]","['13.45', '11.93', '14.13', '12.25', '10.59', '10.73', '13.40', '12.74', '11.06', '8.20']","[12.740989103101422, -15.569709837225767, 15.34693877551021, 15.675165250236073, -1.3047530288909652, -19.925373134328357, 5.180533751962325, 15.189873417721516, 34.87804878048782]","[0.19182156133828998, 0.15004191114836546, 0.1408351026185421, 0.236734693877551, 0.18980169971671387, 0.18452935694315004, 0.15597014925373132, 0.14364207221350078, 0.16817359855334538, 0.20365853658536587]","['2.58', '1.79', '1.99', '2.90', '2.01', '1.98', '2.09', '1.83', '1.86', '1.67']","['17.41', '15.53', '11.50', '8.45', '6.50']","[12.105602060528016, 35.04347826086956, 36.09467455621303, 29.99999999999999]"
Uniworth Text,2,FABWORTH,500138,textileswoollenworsted,"['-1.65', '-2.10', '-1.68', '-1.58', '0.38', '-1.54', '-1.90', '-1.99', '-1.23', '-2.02']",[],"['9.72', '6.03', '8.55', '7.69', '6.26', '7.13', '9.54', '8.43', '10.47', '7.78']","[61.19402985074627, -29.47368421052632, 11.183355006501953, 22.843450479233237, -12.201963534361852, -25.262054507337524, 13.167259786476862, -19.48424068767909, 34.57583547557841]","[-0.38786008230452673, -0.7927031509121062, -0.4491228070175438, -0.46944083224967487, 0.1389776357827476, -0.4922861150070126, -0.45492662473794554, -0.5373665480427047, -0.26934097421203435, -0.5912596401028277]","['-3.77', '-4.78', '-3.84', '-3.61', '0.87', '-3.51', '-4.34', '-4.53', '-2.82', '-4.60']","['-6.91', '-5.04', '-6.30', '-4.44', '-9.59']",[]
Upsurge Invest,2,,531390,financegeneral,"['-0.27', '-0.70', '-0.36', '0.12', '1.02', '-0.31', '0.38', '0.20', '-0.26', '-0.21']",[],"['3.62', '2.33', '7.33', '4.57', '14.13', '2.67', '2.75', '2.66', '1.45', '8.62']","[55.36480686695279, -68.21282401091405, 60.39387308533916, -67.65746638358104, 429.21348314606746, -2.9090909090909114, 3.3834586466165355, 83.44827586206898, -83.17865429234338]","[-0.11325966850828728, -0.4549356223175966, -0.07503410641200546, 0.04157549234135667, 0.10898796886058032, -0.17228464419475656, 0.2109090909090909, 0.11278195488721804, -0.26896551724137935, -0.03712296983758701]","['-0.41', '-1.06', '-0.55', '0.19', '1.54', '-0.46', '0.58', '0.30', '-0.39', '-0.32']","['0.08', '0.06', '-0.04', '-0.33', '0.05']","[33.33333333333334, 250.0, 87.87878787878789, -760.0]"
V2 Retail,2,V2RETAIL,532867,trading,"['1.92', '0.40', '2.30', '0.98', '0.65', '-4.51', '1.45', '-0.42', '0.42', '-1.55']","[195.3846153846154, 108.86917960088694, 58.620689655172406, 333.3333333333333, 54.76190476190478, -190.96774193548387]","['76.45', '65.63', '79.16', '70.64', '71.34', '52.40', '70.20', '48.85', '57.44', '26.02']","[16.486362943775728, -17.091965639211725, 12.061155152887878, -0.9812167087188153, 36.14503816793894, -25.356125356125357, 43.70522006141249, -14.954735376044562, 120.7532667179093]","[0.062393721386527136, 0.01432271826908426, 0.06505811015664478, 0.03128539071347678, 0.02032520325203252, -0.19274809160305342, 0.04643874643874643, -0.019651995905834184, 0.013579387186629528, -0.13335895465026903]","['4.77', '0.94', '5.15', '2.21', '1.45', '-10.10', '3.26', '-0.96', '0.78', '-3.47']","['4.13', '-2.01', '-2.35', '-15.53', '-41.80']","[305.4726368159204, 14.468085106382992, 84.86799742433999, 62.846889952153106]"
Vadilal Enter,2,,519152,foodprocessing,"['37.23', '-5.23', '-24.90', '0.57', '-6.07', '-8.61', '-1.17', '8.84', '--', '-11.87']",[],"['206.78', '80.47', '62.91', '88.80', '71.62', '56.25', '80.52', '156.75', '63.68', '52.09']","[156.9653286939232, 27.912891432204738, -29.155405405405403, 23.987712929349332, 27.324444444444453, -30.14157973174366, -48.631578947368425, 146.15263819095478, 22.249952006143207]","[0.015523745043040913, -0.005592146141419163, -0.03417580670799555, 0.0005630630630630631, -0.007260541748115051, -0.013155555555555556, -0.0012419274714356684, 0.0048484848484848485, -0.007223618090452261, -0.01958149356882319]","['3.21', '-0.45', '-2.15', '0.05', '-0.52', '-0.74', '-0.10', '0.76', '-0.46', '-1.02']","['0.07', '-7.02', '--', '11.08', '--']",[100.99715099715101]
Vakrangee,2,VAKRANGEE,511431,computerssoftwaremediumsmall,"['1.68', '1.50', '1.77', '1.58', '1.52', '1.41', '1.02', '0.87', '0.66', '0.63']","[10.52631578947368, 6.382978723404261, 73.52941176470587, 81.60919540229887, 130.3030303030303, 123.8095238095238]","['700.95', '695.59', '701.07', '697.85', '680.85', '647.85', '489.21', '426.38', '401.94', '466.08']","[0.7705688695927218, -0.7816623161738512, 0.46141721000215336, 2.4968789013732833, 5.093771706413521, 32.427791745876014, 14.7356817862001, 6.080509528785391, -13.761585993820802]","[0.12039375133747057, 0.10836843542891644, 0.1271057098435249, 0.11432256215519095, 0.11208048762576192, 0.10967044840626687, 0.10445411990760614, 0.10263145550917022, 0.08232572025675475, 0.06775660830758667]","['84.39', '75.38', '89.11', '79.78', '76.31', '71.05', '51.10', '43.76', '33.09', '31.58']","['6.37', '3.96', '2.18', '1.35', '21.34']","[60.85858585858587, 81.65137614678898, 61.48148148148148, -93.6738519212746]"
Valplus Biotech,2,,526634,miscellaneous,"['--', '--', '--', '--', '--', '--', '--', '--', '--', '--']",[],"['1.04', '0.44', '0.42', '0.52', '0.38', '--', '--', '--', '--', '--']","[136.36363636363637, 4.761904761904766, -19.230769230769237, 36.8421052631579]","[0.7692307692307693, 0.5681818181818182, 0.4523809523809524, 0.4230769230769231, 0.368421052631579]","['0.80', '0.25', '0.19', '0.22', '0.14', '-0.02', '-0.02', '-0.01', '-0.02', '-0.02']","['--', '--', '--', '--', '--']",[]
Valuemart Info,2,,532338,computerssoftwaremediumsmall,"['0.01', '0.01', '--', '0.12', '-0.02', '-0.03', '-0.01', '0.15', '--', '0.15']","[150.0, 133.33333333333334]","['2.48', '2.40', '2.28', '3.26', '3.94', '3.71', '3.58', '3.39', '4.98', '7.23']","[3.3333333333333366, 5.263157894736848, -30.061349693251536, -17.258883248730967, 6.199460916442049, 3.631284916201114, 5.604719764011798, -31.927710843373497, -31.12033195020747]","[0.028225806451612906, 0.020833333333333336, 0.004385964912280702, 0.23926380368098163, -0.03553299492385787, -0.05660377358490566, -0.0223463687150838, -0.2182890855457227, 0.002008032128514056, 0.1230982019363762]","['0.07', '0.05', '0.01', '0.78', '-0.14', '-0.21', '-0.08', '-0.74', '0.01', '0.89']","['0.06', '0.15', '0.48', '--', '--']","[-60.0, -68.74999999999999]"
Vardhaman Wires,2,,513705,miningminerals,"['0.22', '--', '0.05', '--', '0.35', '0.07', '0.14', '--', '0.35', '0.29']",[-37.14285714285714],"['1.04', '0.54', '1.23', '1.00', '0.73', '0.73', '0.74', '1.17', '0.77', '0.78']","[92.59259259259258, -56.09756097560975, 23.0, 36.986301369863014, 0.0, -1.3513513513513526, -36.75213675213675, 51.94805194805193, -1.2820512820512833]","[0.08653846153846154, -0.018518518518518517, 0.016260162601626018, -0.05, -0.027397260273972605, 0.0410958904109589, 0.08108108108108109, -0.2820512820512821, 0.18181818181818182, 0.15384615384615383]","['0.09', '-0.01', '0.02', '-0.05', '-0.02', '0.03', '0.06', '-0.33', '0.14', '0.12']","['0.12', '1.88', '1.88', '--', '--']","[-93.61702127659574, 0.0]"
VEDAVAAG System,2,,533056,computerssoftwaremediumsmall,"['2.09', '2.60', '--', '2.98', '0.48', '--', '--', '2.98', '--', '--']",[335.41666666666663],"['8.79', '31.34', '26.47', '3.65', '5.61', '27.91', '23.79', '6.18', '5.11', '20.38']","[-71.9527760051053, 18.39818662636948, 625.2054794520549, -34.93761140819965, -79.89967753493372, 17.318200924758305, 284.9514563106796, 20.939334637964762, -74.92639842983317]","[0.080773606370876, 0.10784939374601149, 0.0460899131091802, 0.06301369863013699, 0.08021390374331551, 0.009673951988534575, 0.06305170239596469, 0.04045307443365696, 0.05870841487279843, 0.13689892051030422]","['0.71', '3.38', '1.22', '0.23', '0.45', '0.27', '1.50', '0.25', '0.30', '2.79']","['2.60', '2.48', '3.92', '0.92', '0.16']","[4.8387096774193585, -36.734693877551024, 326.0869565217391, 475.0]"
Veena Textiles,2,,521028,textilesweaving,"['-0.02', '-0.10', '-0.06', '-0.06', '-0.03', '-0.04', '-0.04', '-0.06', '-0.04', '-0.10']",[],"['0.05', '0.02', '0.04', '0.03', '0.05', '0.03', '0.03', '0.03', '0.04', '0.18']","[150.0, -50.0, 33.33333333333334, -40.00000000000001, 66.66666666666669, 0.0, 0.0, -25.000000000000007, -77.77777777777777]","[-0.39999999999999997, -4.0, -1.25, -1.6666666666666667, -0.6, -1.0, -1.0, -1.6666666666666667, -0.75, -0.4444444444444445]","['-0.02', '-0.08', '-0.05', '-0.05', '-0.03', '-0.03', '-0.03', '-0.05', '-0.03', '-0.08']","['-0.18', '-0.12', '-0.25', '-0.19', '--']",[]
Venkys,2,VENKEYS,523261,miscellaneous,"['16.84', '11.05', '21.17', '-14.00', '1.68', '10.34', '11.11', '7.51', '7.29', '17.74']","[902.3809523809524, 6.866537717601556, 90.54905490549058, -286.4181091877497, -76.95473251028807, -41.71364148816234]","['539.39', '467.08', '438.18', '341.74', '425.89', '433.33', '438.26', '399.77', '420.26', '420.17']","[15.481288002055324, 6.595463051713903, 28.220284426757182, -19.758623118645655, -1.716936284125262, -1.124903025601243, 9.628036120769446, -4.875553228953508, 0.021419901468447293]","[0.029329427686831423, 0.02222317376038366, 0.04539230453238395, -0.03847954585357289, 0.003709878137547254, 0.022407864675882124, 0.02379865833067129, 0.01763514020561823, 0.01629943368390996, 0.039650617607159]","['15.82', '10.38', '19.89', '-13.15', '1.58', '9.71', '10.43', '7.05', '6.85', '16.66']","['19.91', '36.25', '26.39', '43.72', '77.76']","[-45.07586206896551, 37.36263736263736, -39.63860933211345, -43.77572016460906]"
Ventura Text,2,,516098,textilesweaving,"['0.13', '3.64', '-0.71', '-0.83', '-0.15', '-0.01', '-0.62', '-4.47', '-0.87', '-42.07']","[186.66666666666669, 36500.0, -14.51612903225806, 81.4317673378076, 82.75862068965517, 99.97623009270265]","['--', '0.09', '--', '--', '--', '0.07', '--', '--', '--', '--']",[-1],[],"['0.22', '5.99', '-1.18', '-1.36', '-0.24', '-0.02', '-1.02', '-1.10', '-0.86', '6.46']","['1.41', '-1.87', '-47.14', '-3.71', '-4.14']","[175.40106951871658, 96.0330929147221, -1170.6199460916444, 10.386473429951684]"
Venus Universal,2,,530769,computerssoftwaremediumsmall,"['--', '--', '--', '--', '--', '--', '--', '--', '--', '--']",[],"['0.07', '0.03', '0.10', '0.02', '0.03', '0.08', '0.10', '0.23', '0.08', '0.10']","[133.33333333333337, -70.0, 400.0, -33.33333333333333, -62.5, -20.000000000000004, -56.52173913043478, 187.50000000000003, -20.000000000000004]","[0.14285714285714285, -0.33333333333333337, 0.19999999999999998, -1.0, -0.33333333333333337, 0.125, 0.3, 0.043478260869565216, 0.125, 0.09999999999999999]","['0.01', '-0.01', '0.02', '-0.02', '-0.01', '0.01', '0.03', '0.01', '0.01', '0.01']","['--', '--', '--', '--', '--']",[]
